State,Year,Mechanism,Race,Deaths,Population,Crude Rate,Age-Adjusted Rate,Years of Potential Life Lost
Alabama,2015,Drowning (includes water transport),American Indian / Alaska Native,--,"36,311",--,--,--
Alabama,2015,Drowning (includes water transport),Asian / HI Native / Pac. Islander,--,"78,032",--,--,--
Alabama,2015,Fall,White,248,"3,416,267",7.26,5.75,932
Alabama,2015,Fall,Black,17**,"1,324,193",1.28**,1.46**,87
Alabama,2015,Fire/Flame,White,54,"3,416,267",1.58,1.41,714
Alabama,2015,Fire/Flame,Black,37,"1,324,193",2.79,2.84,616
Alabama,2015,Fire/Flame,Asian / HI Native / Pac. Islander,--,"78,032",--,--,--
Alabama,2015,Hot object/Substance,White,--,"3,416,267",--,--,--
Alabama,2015,Firearm,White,633,"3,416,267",18.53,17.79,"11,902"
Alabama,2015,Firearm,Black,322,"1,324,193",24.32,23.75,"10,319"
Alabama,2015,Firearm,American Indian / Alaska Native,--,"36,311",--,--,--
Alabama,2015,Firearm,Asian / HI Native / Pac. Islander,--,"78,032",--,--,--
Alabama,2015,Machinery,White,17**,"3,416,267",0.50**,0.39**,142
Alabama,2015,Machinery,Black,--,"1,324,193",--,--,--
Alabama,2015,Natural/Environmental,White,20**,"3,416,267",0.59**,0.51**,190
Alabama,2015,Natural/Environmental,Black,--,"1,324,193",--,--,--
Alabama,2015,Natural/Environmental,Asian / HI Native / Pac. Islander,--,"78,032",--,--,--
Alabama,2015,Drug Poisoning,White,651,"3,416,267",19.06,20,"14,849"
Alabama,2015,Drug Poisoning,Black,78,"1,324,193",5.89,5.98,"1,715"
Alabama,2015,Drug Poisoning,American Indian / Alaska Native,--,"36,311",--,--,--
Alabama,2015,Non-Drug Poisoning,White,50,"3,416,267",1.46,1.46,"1,000"
Alabama,2015,Non-Drug Poisoning,Black,21,"1,324,193",1.59,1.59,360
Alabama,2015,Struck by / against,White,12**,"3,416,267",0.35**,0.29**,153
Alabama,2015,Struck by / against,Black,--,"1,324,193",--,--,--
Alabama,2015,Suffocation,White,198,"3,416,267",5.8,5.51,"3,556"
Alabama,2015,Suffocation,Black,48,"1,324,193",3.63,3.65,"1,164"
Alabama,2015,"Motor vehicle, traffic",White,670,"3,416,267",19.61,18.87,"14,807"
Alabama,2015,"Motor vehicle, traffic",Black,252,"1,324,193",19.03,18.81,"6,527"
Alabama,2015,"Motor vehicle, traffic",American Indian / Alaska Native,--,"36,311",--,--,--
Alabama,2015,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"78,032",--,--,--
Alabama,2015,"Pedal cyclist, other",White,--,"3,416,267",--,--,--
Alabama,2015,"Pedestrian, other",White,11**,"3,416,267",0.32**,0.33**,353
Alabama,2015,"Pedestrian, other",Black,10**,"1,324,193",0.76**,0.80**,309
Alabama,2015,"Transport, other land",White,20**,"3,416,267",0.59**,0.56**,342
Alabama,2015,"Transport, other land",Black,--,"1,324,193",--,--,--
Alabama,2015,"Transport, other (excl. drown by water transp)",White,--,"3,416,267",--,--,--
Alabama,2015,"Transport, other (excl. drown by water transp)",Black,--,"1,324,193",--,--,--
Alabama,2015,Other specified and classifiable,White,19**,"3,416,267",0.56**,0.55**,496
Alabama,2015,Other specified and classifiable,Black,--,"1,324,193",--,--,--
Alabama,2015,Other specified / NEC,White,14**,"3,416,267",0.41**,0.35**,104
Alabama,2015,Other specified / NEC,Black,--,"1,324,193",--,--,--
Alabama,2015,Unspecified,White,207,"3,416,267",6.06,5.03,"1,532"
Alabama,2015,Unspecified,Black,64,"1,324,193",4.83,5.4,934
Alabama,2014,Cut/Pierce,White,12**,"3,416,046",0.35**,0.35**,277
Alabama,2014,Cut/Pierce,Black,18**,"1,316,194",1.37**,1.23**,401
Alabama,2014,Drowning (includes water transport),White,68,"3,416,046",1.99,1.97,"1,754"
Alabama,2014,Drowning (includes water transport),Black,17**,"1,316,194",1.29**,1.24**,793
Alabama,2014,Drowning (includes water transport),American Indian / Alaska Native,--,"36,048",--,--,--
Alabama,2014,Fall,White,202,"3,416,046",5.91,4.76,707
Alabama,2014,Fall,Black,27,"1,316,194",2.05,2.3,210
Alabama,2014,Fire/Flame,White,57,"3,416,046",1.67,1.43,567
Alabama,2014,Fire/Flame,Black,38,"1,316,194",2.89,3.22,526
Alabama,2014,Hot object/Substance,White,--,"3,416,046",--,--,--
Alabama,2014,Firearm,White,545,"3,416,046",15.95,15.34,"9,674"
Alabama,2014,Firearm,Black,270,"1,316,194",20.51,20.34,"8,932"
Alabama,2014,Machinery,White,12**,"3,416,046",0.35**,0.28**,135
Alabama,2014,Machinery,Black,--,"1,316,194",--,--,--
Alabama,2014,Natural/Environmental,White,20**,"3,416,046",0.59**,0.52**,401
Alabama,2014,Natural/Environmental,Black,--,"1,316,194",--,--,--
Alabama,2014,Drug Poisoning,White,659,"3,416,046",19.29,19.69,"14,599"
Alabama,2014,Drug Poisoning,Black,61,"1,316,194",4.64,4.88,"1,324"
Alabama,2014,Drug Poisoning,American Indian / Alaska Native,--,"36,048",--,--,--
Alabama,2014,Drug Poisoning,Asian / HI Native / Pac. Islander,--,"75,449",--,--,--
Alabama,2014,Non-Drug Poisoning,White,46,"3,416,046",1.35,1.33,927
Alabama,2014,Non-Drug Poisoning,Black,--,"1,316,194",--,--,--
Alabama,2014,Struck by / against,White,20**,"3,416,046",0.59**,0.50**,260
Alabama,2014,Struck by / against,Black,--,"1,316,194",--,--,--
Alabama,2014,Suffocation,White,231,"3,416,046",6.76,6.6,"4,320"
Alabama,2014,Suffocation,Black,47,"1,316,194",3.57,3.9,"1,123"
Alabama,2014,Suffocation,American Indian / Alaska Native,--,"36,048",--,--,--
Alabama,2014,Suffocation,Asian / HI Native / Pac. Islander,--,"75,449",--,--,--
Alabama,2014,"Motor vehicle, traffic",White,632,"3,416,046",18.5,18.02,"14,191"
Alabama,2014,"Motor vehicle, traffic",Black,226,"1,316,194",17.17,17.32,"5,692"
Alabama,2014,"Motor vehicle, traffic",American Indian / Alaska Native,--,"36,048",--,--,--
Alabama,2014,"Motor vehicle, traffic",Asian / HI Native / Pac. Islander,--,"75,449",--,--,--
Alabama,2014,"Pedal cyclist, other",White,--,"3,416,046",--,--,--
Alabama,2014,"Pedestrian, other",White,13**,"3,416,046",0.38**,0.40**,340
Alabama,2014,"Pedestrian, other",Black,--,"1,316,194",--,--,--
Alabama,2014,"Transport, other land",White,23,"3,416,046",0.67,0.65,618
Alabama,2014,"Transport, other land",Black,--,"1,316,194",--,--,--
